CódigoTransação,DataVenda,Mes,Produto,Status,FormaPagamento,Parcelas,ValorParcela,ValorVenda,ValorComissão,ValorTotalVenda,TipoCheckout,Vendedor
PPCPMTB5DDC7PP,2024-02-02 14:44:06,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDC800,2024-02-02 14:44:07,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDC803,2024-02-02 14:44:08,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDC83N,2024-02-02 14:45:14,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDCBA4,2024-02-02 15:07:45,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDCBAC,2024-02-02 15:07:46,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDCBAD,2024-02-02 15:07:47,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDCC7J,2024-02-02 15:13:58,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDCC7E,2024-02-02 15:13:58,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDCCFH,2024-02-02 15:15:57,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDCF34,2024-02-02 15:34:13,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDCF6N,2024-02-02 15:35:33,2024-02,Produto principal,Expirado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DDCF6O,2024-02-02 15:35:33,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDCF6P,2024-02-02 15:35:34,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDCGCJ,2024-02-02 15:44:14,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDCGIE,2024-02-02 15:45:45,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDCI1O,2024-02-02 15:55:58,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDCI1J,2024-02-02 15:55:58,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDCJ5N,2024-02-02 16:04:49,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDCJ5P,2024-02-02 16:04:49,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDCJ62,2024-02-02 16:04:50,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDCL26,2024-02-02 16:18:54,2024-02,Produto principal,Aprovado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DDCL83,2024-02-02 16:20:53,2024-02,Produto principal,Expirado,Pix,1,0.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDD666,2024-02-02 17:47:33,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDD66A,2024-02-02 17:47:33,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDD66D,2024-02-02 17:47:34,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDD78L,2024-02-02 17:56:58,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDDA80,2024-02-02 18:26:42,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDDA84,2024-02-02 18:26:43,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDDA9J,2024-02-02 18:27:22,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDDA9K,2024-02-02 18:27:22,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDDA9L,2024-02-02 18:27:23,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDDAEL,2024-02-02 18:29:16,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDDCLB,2024-02-02 18:51:19,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDDH7J,2024-02-02 20:05:54,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDDH7I,2024-02-02 20:05:54,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDDH8B,2024-02-02 20:06:18,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDDH8D,2024-02-02 20:06:19,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDDH8F,2024-02-02 20:06:19,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDDI2P,2024-02-02 20:22:42,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDDI4J,2024-02-02 20:24:12,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDDI4K,2024-02-02 20:24:12,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDDIK0,2024-02-02 20:35:49,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDDIJK,2024-02-02 20:35:49,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDDLA3,2024-02-02 21:06:44,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDDLA7,2024-02-02 21:06:45,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDDLB2,2024-02-02 21:07:11,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDDMMF,2024-02-02 21:21:32,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDDNO2,2024-02-02 21:31:10,2024-02,Produto principal,Rejeitado,Cartão de Crédito,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDE4DN,2024-02-02 22:26:44,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDE4DP,2024-02-02 22:26:45,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDE4E0,2024-02-02 22:26:46,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDEPEP,2024-02-03 04:17:29,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDEPF0,2024-02-03 04:17:29,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDEPF1,2024-02-03 04:17:30,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDF09H,2024-02-03 04:47:49,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDF09I,2024-02-03 04:47:50,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDF09J,2024-02-03 04:47:50,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDF292,2024-02-03 05:48:19,2024-02,Produto principal,Expirado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DDFDGH,2024-02-03 07:48:25,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDFFJC,2024-02-03 08:02:12,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDG042,2024-02-03 09:00:25,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDGC4D,2024-02-03 09:30:14,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDH9M9,2024-02-03 10:31:19,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDI6FO,2024-02-03 12:08:06,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDII7G,2024-02-03 13:23:51,2024-02,Produto principal,Expirado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DDJALB,2024-02-03 15:24:40,2024-02,Produto principal,Aprovado,Cartão de Crédito,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDJALL,2024-02-03 15:24:43,2024-02,Order bump 1,Aprovado,Cartão de Crédito,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDJALO,2024-02-03 15:24:47,2024-02,Order bump 2,Aprovado,Cartão de Crédito,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDJD4A,2024-02-03 15:40:16,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDJD4F,2024-02-03 15:40:17,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDJDAN,2024-02-03 15:42:04,2024-02,Produto principal,Expirado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DDJDB1,2024-02-03 15:42:04,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDJHI3,2024-02-03 16:11:27,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDJN96,2024-02-03 16:53:38,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDJNG7,2024-02-03 16:55:46,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDJNG6,2024-02-03 16:55:46,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDJNG8,2024-02-03 16:55:47,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDJNNA,2024-02-03 16:58:08,2024-02,Produto principal,Expirado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DDJNNC,2024-02-03 16:58:09,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDJNNF,2024-02-03 16:58:10,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDK3KB,2024-02-03 17:44:07,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDK3KC,2024-02-03 17:44:08,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDK3KE,2024-02-03 17:44:08,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDK4EN,2024-02-03 17:49:56,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDKCKA,2024-02-03 19:00:14,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDKCKE,2024-02-03 19:00:14,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDKDCG,2024-02-03 19:07:16,2024-02,Produto principal,Expirado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DDKDCM,2024-02-03 19:07:17,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDKDFD,2024-02-03 19:08:10,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDKDFF,2024-02-03 19:08:10,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDKI5F,2024-02-03 19:53:33,2024-02,Produto principal,Aprovado,Cartão de Crédito,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DDKI5I,2024-02-03 19:53:36,2024-02,Order bump 1,Aprovado,Cartão de Crédito,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDKI5O,2024-02-03 19:53:39,2024-02,Order bump 2,Aprovado,Cartão de Crédito,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDKJC2,2024-02-03 20:05:42,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDKK9M,2024-02-03 20:12:57,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDKKHD,2024-02-03 20:15:44,2024-02,Produto principal,Rejeitado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDKKKG,2024-02-03 20:17:02,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDKKKH,2024-02-03 20:17:02,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDKKOI,2024-02-03 20:18:17,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDKKON,2024-02-03 20:18:21,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDKMGL,2024-02-03 20:34:17,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDKMGP,2024-02-03 20:34:17,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDKMH0,2024-02-03 20:34:18,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDKNAE,2024-02-03 20:40:46,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDKNNO,2024-02-03 20:45:11,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDKNO0,2024-02-03 20:45:12,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDKNNP,2024-02-03 20:45:12,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDKNOO,2024-02-03 20:45:34,2024-02,Produto principal,Expirado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DDL2HC,2024-02-03 21:29:21,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDL2HF,2024-02-03 21:29:21,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDLO42,2024-02-04 03:14:43,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDLO43,2024-02-04 03:14:43,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDLO44,2024-02-04 03:14:44,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDM15K,2024-02-04 05:08:37,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDM1OK,2024-02-04 05:34:49,2024-02,Produto principal,Aprovado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DDM6CG,2024-02-04 07:02:24,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDM8EJ,2024-02-04 07:26:49,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDM8EM,2024-02-04 07:26:49,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDM8EP,2024-02-04 07:26:50,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDMAPI,2024-02-04 07:45:45,2024-02,Produto principal,Expirado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DDME4M,2024-02-04 08:09:45,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDME4N,2024-02-04 08:09:45,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDME50,2024-02-04 08:09:46,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDMHNM,2024-02-04 08:31:38,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDMI7I,2024-02-04 08:34:08,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDN3EE,2024-02-04 09:16:05,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDN3E2,2024-02-04 09:16:05,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDN6OB,2024-02-04 09:23:28,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDNBCP,2024-02-04 09:35:32,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDNMC8,2024-02-04 10:02:58,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDNMCJ,2024-02-04 10:02:58,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDNMCO,2024-02-04 10:02:59,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDO33H,2024-02-04 10:19:26,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDO33N,2024-02-04 10:19:27,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDO51B,2024-02-04 10:24:38,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDOAGP,2024-02-04 10:38:35,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDOAG5,2024-02-04 10:38:35,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDOHIM,2024-02-04 11:08:31,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDOHJ2,2024-02-04 11:08:32,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDOHJ4,2024-02-04 11:08:32,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDOIFJ,2024-02-04 11:11:46,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDOIFG,2024-02-04 11:11:46,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDOIFM,2024-02-04 11:11:47,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDOIL8,2024-02-04 11:12:58,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDOILI,2024-02-04 11:12:59,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDOILF,2024-02-04 11:12:59,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDOJP1,2024-02-04 11:18:18,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDOJP3,2024-02-04 11:18:18,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDOJP4,2024-02-04 11:18:19,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDP1F9,2024-02-04 11:57:02,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDP1FH,2024-02-04 11:57:03,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDP1FE,2024-02-04 11:57:03,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDP21A,2024-02-04 12:00:41,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDP3P4,2024-02-04 12:14:07,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDP41A,2024-02-04 12:14:48,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDP41D,2024-02-04 12:14:49,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDPB06,2024-02-04 13:07:53,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDPB01,2024-02-04 13:07:53,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDPB09,2024-02-04 13:07:54,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDPC66,2024-02-04 13:17:06,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDPC6E,2024-02-04 13:17:06,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDPC6I,2024-02-04 13:17:07,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DDPGJD,2024-02-04 13:51:10,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDPLK7,2024-02-04 14:29:21,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DDPO2O,2024-02-04 14:46:52,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DE032H,2024-02-04 15:25:10,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DE032N,2024-02-04 15:25:10,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DE032P,2024-02-04 15:25:11,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DE0407,2024-02-04 15:32:49,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DE040A,2024-02-04 15:32:50,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DE051O,2024-02-04 15:40:58,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DE051J,2024-02-04 15:40:58,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DE05A6,2024-02-04 15:43:20,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DE05AB,2024-02-04 15:43:21,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DE05AA,2024-02-04 15:43:21,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DE05L9,2024-02-04 15:46:49,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DE05LC,2024-02-04 15:46:50,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DE05LB,2024-02-04 15:46:50,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DE05LJ,2024-02-04 15:46:59,2024-02,Produto principal,Expirado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DE05LL,2024-02-04 15:46:59,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DE05LM,2024-02-04 15:47:00,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
